
Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:21 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"

Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:22 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"
Warning on update mode = 1 after new variables or constraints added:
Setting LP warm start basis or start ignored

Set parameter TimeLimit to value 9.2976828799990471e+01
Gurobi Optimizer version 13.0.3 build v13.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: 12th Gen Intel(R) Core(TM) i7-12700, instruction set [SSE2|AVX|AVX2]
Thread count: 12 physical cores, 20 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  9.2976828799990471e+01
FeasibilityTol  1e-09
OptimalityTol  1e-09
NLBarPFeasTol  1e-09
NLBarDFeasTol  1e-09
OptimalityTarget  1
LogToConsole  0
NonConvex  2
Threads  1

Optimize a model with 21183 rows, 32808 columns and 52239 nonzeros (Min)
Model fingerprint: 0x11b99193
Model has 120 linear objective coefficients
Model has 9864 quadratic constraints
Model has 1776 general nonlinear constraints (3552 nonlinear terms)
Variable types: 32808 continuous, 0 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e-05, 3e+01]
  QMatrix range    [5e-02, 2e+02]
  QLMatrix range   [2e-01, 1e+00]
  Objective range  [5e+01, 1e+03]
  Bounds range     [1e-03, 5e+03]
  RHS range        [5e-03, 4e+02]
  QRHS range       [1e+00, 6e+01]
  NLCon coe range  [8e-04, 3e+02]

Presolve removed 16493 rows and 15102 columns
Presolve time: 0.11s
Presolved: 4690 rows, 17706 columns, 15715 nonzeros
Presolved model has 10657 quadratic constraint(s)
Presolved model has 1776 nonlinear constraint(s)

Solving NLP to local optimality

Ordering time: 0.02s

NL barrier statistics:
  Hessian NZ  : 2.171e+04
  Jacobian NZ : 5.510e+04
  Factor NZ   : 4.925e+05
  Factor Ops  : 1.816e+07
  Threads     : 1

                           Residuals
Iter     Objective      Primal     Dual      Compl     Step     Time
 577   4.96503107e+05  6.61e-02  5.10e+00  3.37e-03  1.00e+00    11s
 578   4.96504511e+05  6.21e-02  1.16e+03  3.37e-03  1.25e-01    11s
 579   4.96504748e+05  1.37e-06  1.24e-01  3.37e-03  1.00e+00    11s
 580   4.96504761e+05  1.36e-06  3.54e+02  3.37e-03  3.91e-03    11s
 581   4.96506167e+05  9.68e-04  1.43e-01  3.38e-03  1.00e+00    11s
 582   4.96506201e+05  9.67e-04  1.10e+03  3.37e-03  3.91e-03    11s
 583   4.96501200e+05  2.54e-02  4.14e+00  3.37e-03  1.00e+00    11s
 584   4.96503619e+05  1.96e-02  1.23e+02  3.37e-03  5.00e-01    11s
 585   4.96503685e+05  1.96e-02  1.32e+03  3.37e-03  9.77e-04    11s
 586   4.96497545e+05  4.55e-02  7.16e+00  3.37e-03  1.00e+00    11s
 587   4.96501025e+05  3.50e-02  1.27e+02  3.37e-03  5.00e-01    11s
 588   4.96501363e+05  3.47e-02  1.23e+03  3.37e-03  1.56e-02    11s
 589   4.96502848e+05  4.53e-04  3.18e-01  3.38e-03  1.00e+00    11s
 590   4.96502867e+05  4.52e-04  6.54e+02  3.37e-03  3.91e-03    11s
 591   4.96502881e+05  4.52e-04  1.27e+03  3.37e-03  4.88e-04    11s
 592   4.96504049e+05  9.81e-05  5.98e-02  3.38e-03  1.00e+00    11s
 593   4.96504437e+05  4.95e-04  9.95e+01  3.37e-03  2.50e-01    11s
 594   4.96504442e+05  4.95e-04  1.34e+03  3.37e-03  2.44e-04    11s
 595   4.96504711e+05  1.62e-06  8.02e-02  3.37e-03  1.00e+00    11s
 596   4.96506431e+05  8.65e-03  4.80e-01  3.37e-03  1.00e+00    11s
 597   4.96506499e+05  8.64e-03  1.32e+03  3.37e-03  1.95e-03    11s
 598   4.96498186e+05  6.67e-02  8.14e+00  3.37e-03  1.00e+00    11s
 599   4.96502419e+05  5.03e-02  1.76e+02  3.37e-03  5.00e-01    11s
 600   4.96502465e+05  5.03e-02  1.29e+03  3.37e-03  2.58e-04    11s
 601   4.96503366e+05  1.02e-05  3.36e-02  3.38e-03  1.00e+00    11s
 602   4.96503422e+05  1.00e-05  2.57e+02  3.37e-03  1.56e-02    11s
 603   4.96508439e+05  2.22e-02  1.44e-01  3.38e-03  1.00e+00    12s
 604   4.96509600e+05  2.16e-02  5.78e+02  3.37e-03  1.25e-01    12s
 605   4.96505094e+05  1.75e-02  1.87e+00  3.37e-03  1.00e+00    12s
 606   4.96507116e+05  1.44e-02  1.43e+02  3.37e-03  5.00e-01    12s
 607   4.96507608e+05  1.39e-02  7.03e+02  3.37e-03  6.25e-02    12s
 608   4.96504365e+05  1.47e-02  2.33e+00  3.37e-03  1.00e+00    12s
 609   4.96505678e+05  8.86e-04  4.25e-01  3.37e-03  1.00e+00    12s
 610   4.96506544e+05  1.10e-03  3.61e+02  3.37e-03  2.50e-01    12s
 611   4.96508087e+05  2.21e-03  2.84e-01  3.38e-03  1.00e+00    12s
 612   4.96508116e+05  2.21e-03  1.38e+03  3.37e-03  1.95e-03    12s
 613   4.96499496e+05  6.66e-02  8.10e+00  3.37e-03  1.00e+00    12s
 614   4.96503637e+05  5.05e-02  2.02e+02  3.37e-03  5.00e-01    12s
 615   4.96503660e+05  5.05e-02  1.33e+03  3.37e-03  6.26e-05    12s
 616   4.96504291e+05  4.51e-05  8.86e-02  3.38e-03  1.00e+00    12s
 617   4.96504472e+05  5.20e-06  1.50e+02  3.37e-03  6.25e-02    12s
 618   4.96504483e+05  5.20e-06  1.32e+03  3.37e-03  8.23e-05    12s
 619   4.96504891e+05  2.93e-05  1.14e-01  3.38e-03  1.00e+00    12s
 620   4.96505041e+05  6.25e-06  1.29e+02  3.37e-03  6.25e-02    12s
 621   4.96505042e+05  6.25e-06  1.33e+03  3.37e-03  3.05e-05    12s
 622   4.96506074e+05  7.84e-04  2.28e+02  3.37e-03  1.25e-01    12s
 623   4.96504983e+05  3.51e-03  2.01e+00  3.37e-03  1.00e+00    12s
 624   4.96505991e+05  3.95e-03  1.51e+02  3.37e-03  5.00e-01    12s
 625   4.96506127e+05  3.96e-03  1.41e+03  3.37e-03  7.81e-03    12s
 626   4.96500945e+05  2.75e-02  2.40e+02  3.38e-03  4.71e-01    12s
 627   4.96502833e+05  2.61e-02  5.06e+02  3.37e-03  2.50e-01    12s
 628   4.96503840e+05  2.55e-02  6.96e+02  3.37e-03  6.25e-02    12s
 629   4.96506888e+05  3.81e-03  5.77e-01  3.38e-03  1.00e+00    12s
 630   4.96506935e+05  3.80e-03  1.33e+03  3.37e-03  3.91e-03    12s
 631   4.96507131e+05  2.37e-06  1.29e-02  3.38e-03  1.00e+00    12s
 632   4.96507141e+05  2.63e-06  7.04e+02  3.37e-03  1.95e-03    12s
 633   4.96508400e+05  1.50e-03  4.29e-01  3.38e-03  1.00e+00    12s
 634   4.96508440e+05  1.49e-03  7.64e+02  3.37e-03  7.81e-03    12s
 635   4.96507086e+05  1.57e-03  6.23e-01  3.37e-03  1.00e+00    12s
 636   4.96507185e+05  1.54e-03  3.83e+02  3.37e-03  3.13e-02    12s
 637   4.96508474e+05  1.34e-03  2.23e-01  3.38e-03  1.00e+00    12s
 638   4.96508509e+05  1.34e-03  1.18e+03  3.37e-03  3.91e-03    12s
 639   4.96503208e+05  2.69e-02  4.39e+00  3.37e-03  1.00e+00    12s
 640   4.96505834e+05  2.27e-02  1.64e+02  3.37e-03  5.00e-01    12s
 641   4.96509251e+05  9.39e-03  4.91e-02  3.38e-03  1.00e+00    12s
 642   4.96509666e+05  9.08e-03  4.46e+02  3.37e-03  6.25e-02    12s
 643   4.96508547e+05  1.13e-03  3.24e-01  3.37e-03  1.00e+00    12s
 644   4.96508650e+05  1.12e-03  3.81e+02  3.37e-03  3.13e-02    12s
 645   4.96508529e+05  1.17e-04  1.18e-01  3.37e-03  1.00e+00    12s
 646   4.96508554e+05  1.17e-04  3.85e+02  3.37e-03  7.81e-03    12s
 647   4.96508714e+05  1.57e-06  2.91e-02  3.37e-03  1.00e+00    12s
 648   4.96508745e+05  9.04e-07  4.93e+02  3.37e-03  7.81e-03    12s
 649   4.96508461e+05  1.95e-04  1.75e-01  3.37e-03  1.00e+00    12s
 650   4.96508485e+05  1.95e-04  3.78e+02  3.37e-03  7.81e-03    12s
 651   4.96508987e+05  1.17e-04  5.66e-02  3.38e-03  1.00e+00    12s
 652   4.96508996e+05  1.17e-04  6.41e+02  3.37e-03  1.95e-03    12s
 653   4.96508063e+05  1.13e-03  5.02e-01  3.37e-03  1.00e+00    12s
 654   4.96508145e+05  1.11e-03  2.86e+02  3.37e-03  3.13e-02    13s
 655   4.96509361e+05  1.08e-03  1.40e-01  3.38e-03  1.00e+00    13s
 656   4.96509395e+05  1.08e-03  1.12e+03  3.37e-03  3.91e-03    13s
 657   4.96504635e+05  2.25e-02  3.86e+00  3.37e-03  1.00e+00    13s
 658   4.96506853e+05  1.76e-02  1.20e+02  3.37e-03  5.00e-01    13s
 659   4.96506926e+05  1.76e-02  1.34e+03  3.37e-03  1.95e-03    13s
 660   4.96501731e+05  3.33e-02  6.10e+00  3.37e-03  1.00e+00    13s
 661   4.96504796e+05  2.68e-02  1.24e+02  3.37e-03  5.00e-01    13s
 662   4.96505013e+05  2.67e-02  1.27e+03  3.37e-03  7.81e-03    13s
 663   4.96506066e+05  1.80e-04  1.90e-01  3.38e-03  1.00e+00    13s
 664   4.96506084e+05  1.80e-04  5.29e+02  3.37e-03  3.91e-03    13s
 665   4.96506102e+05  1.80e-04  4.17e+02  3.37e-03  1.95e-03    13s
 666   4.96506114e+05  1.80e-04  7.87e+02  3.37e-03  9.77e-04    13s
 667   4.96513268e+05  4.21e-02  1.88e+00  3.38e-03  1.00e+00    13s
 668   4.96512169e+05  1.16e-03  8.19e-01  3.37e-03  1.00e+00    13s
 669   4.96508287e+05  2.85e-02  2.31e+00  3.37e-03  1.00e+00    13s
 670   4.96509472e+05  2.79e-02  1.03e+03  3.37e-03  1.25e-01    13s
 671   4.96505770e+05  1.61e-02  3.16e+00  3.37e-03  1.00e+00    13s
 672   4.96507089e+05  1.44e-02  2.72e+02  3.37e-03  2.50e-01    13s
 673   4.96510128e+05  6.10e-03  2.22e-01  3.38e-03  1.00e+00    13s
 674   4.96510202e+05  6.09e-03  1.35e+03  3.37e-03  3.91e-03    13s
 675   4.96502323e+05  5.76e-02  7.66e+00  3.37e-03  1.00e+00    13s
 676   4.96506293e+05  4.58e-02  1.89e+02  3.37e-03  5.00e-01    13s
 677   4.96510787e+05  1.51e-02  5.63e-02  3.38e-03  1.00e+00    13s
 678   4.96511733e+05  1.46e-02  4.66e+02  3.37e-03  1.25e-01    13s
 679   4.96509558e+05  4.35e-03  7.43e-01  3.37e-03  1.00e+00    13s
 680   4.96510133e+05  3.81e-03  1.37e+02  3.37e-03  2.50e-01    13s
 681   4.96512212e+05  6.47e-03  5.81e-02  3.37e-03  1.00e+00    13s
 682   4.96509550e+05  1.35e-02  1.09e+00  3.37e-03  1.00e+00    13s
 683   4.96509991e+05  1.30e-02  7.95e+02  3.37e-03  6.25e-02    13s
 684   4.96508010e+05  5.11e-03  1.36e+00  3.37e-03  1.00e+00    13s
 685   4.96508727e+05  4.53e-03  1.48e+02  3.37e-03  2.50e-01    13s
 686   4.96508770e+05  4.53e-03  1.39e+03  3.37e-03  1.95e-03    13s
 687   4.96501288e+05  5.95e-02  8.25e+00  3.37e-03  1.00e+00    13s
 688   4.96509077e+05  5.49e-02  1.06e+00  3.37e-03  1.00e+00    13s
 689   4.96513008e+05  1.69e-02  6.36e-01  3.37e-03  1.00e+00    13s
 690   4.96513670e+05  1.65e-02  6.71e+02  3.37e-03  6.25e-02    13s
 691   4.96507258e+05  6.82e-02  4.34e+03  3.38e-03  9.03e-02    13s
 692   4.96513845e+05  3.46e-02  1.74e+01  3.37e-03  1.00e+00    13s
 693   4.96518748e+05  9.43e-03  5.49e-01  3.38e-03  1.00e+00    13s
 694   4.96519678e+05  9.38e-03  4.99e+02  3.37e-03  6.25e-02    13s
 695   4.96519985e+05  9.38e-03  1.46e+03  3.37e-03  7.81e-03    13s
 696   4.96517549e+05  8.59e-03  6.12e+02  3.38e-03  2.77e-01    13s
 697   4.96507017e+05  1.30e-01  1.20e+01  3.37e-03  1.00e+00    13s
 698   4.96508424e+05  1.26e-01  1.08e+03  3.37e-03  6.25e-02    13s
 699   4.96508834e+05  1.09e-06  7.39e-03  3.38e-03  1.00e+00    13s
 700   4.96508843e+05  1.29e-06  5.69e+02  3.37e-03  1.95e-03    13s
 701   4.96511227e+05  4.30e-03  5.30e-01  3.38e-03  1.00e+00    13s
 702   4.96511343e+05  4.26e-03  9.82e+02  3.37e-03  1.56e-02    13s
 703   4.96507491e+05  1.40e-02  2.65e+00  3.37e-03  1.00e+00    13s
 704   4.96509377e+05  1.18e-02  1.17e+02  3.37e-03  5.00e-01    13s
 705   4.96509460e+05  1.18e-02  1.36e+03  3.37e-03  1.95e-03    13s
 706   4.96502171e+05  5.67e-02  7.95e+00  3.37e-03  1.00e+00    14s
 707   4.96509828e+05  5.51e-02  1.12e+00  3.37e-03  1.00e+00    14s
 708   4.96513979e+05  1.88e-02  6.87e-01  3.37e-03  1.00e+00    14s
 709   4.96515103e+05  1.84e-02  5.36e+02  3.37e-03  1.25e-01    14s
 710   4.96508002e+05  7.88e-02  1.19e+03  3.38e-03  2.88e-01    14s
 711   4.96513577e+05  7.96e-02  1.37e+02  3.37e-03  5.00e-01    14s
 712   4.96524214e+05  8.74e-02  1.96e+00  3.38e-03  1.00e+00    14s
 713   4.96516628e+05  1.74e-02  3.41e+00  3.37e-03  1.00e+00    14s
 714   4.96510492e+05  6.39e-02  4.85e+00  3.37e-03  1.00e+00    14s
 715   4.96511189e+05  6.29e-02  1.25e+03  3.37e-03  3.13e-02    14s
 716   4.96503691e+05  6.03e-02  7.79e+00  3.37e-03  1.00e+00    14s
 717   4.96511276e+05  5.19e-02  1.19e+00  3.37e-03  1.00e+00    14s
 718   4.96513980e+05  7.40e-03  2.73e-01  3.37e-03  1.00e+00    14s
 719   4.96514048e+05  7.39e-03  1.41e+03  3.37e-03  1.95e-03    14s
 720   4.96508397e+05  3.41e-02  2.25e+03  3.38e-03  2.54e-02    14s
 721   4.96512515e+05  2.92e-02  1.30e+02  3.37e-03  5.00e-01    14s
 722   4.96512810e+05  2.91e-02  8.23e+02  3.37e-03  3.91e-03    14s
 723   4.96519488e+05  2.39e-02  1.77e+00  3.38e-03  1.00e+00    14s
 724   4.96520725e+05  2.26e-02  4.39e+02  3.37e-03  1.25e-01    14s
 725   4.96518573e+05  1.48e-03  3.30e-01  3.37e-03  1.00e+00    14s
 726   4.96511171e+05  6.23e-02  1.15e+00  3.37e-03  1.00e+00    14s
 727   4.96512409e+05  6.14e-02  1.21e+03  3.37e-03  6.25e-02    14s
 728   4.96504893e+05  5.55e-02  6.87e+00  3.37e-03  1.00e+00    14s
 729   4.96512483e+05  4.75e-02  8.47e-01  3.37e-03  1.00e+00    14s
 730   4.96513242e+05  4.57e-02  1.27e+03  3.37e-03  6.25e-02    14s
 731   4.96505718e+05  5.34e-02  6.80e+00  3.37e-03  1.00e+00    14s
 732   4.96511812e+05  2.11e-02  2.51e-01  3.37e-03  1.00e+00    14s
 733   4.96513119e+05  1.43e-02  1.79e+02  3.37e-03  5.00e-01    14s
 734   4.96509321e+05  2.58e-02  3.00e+00  3.37e-03  1.00e+00    14s
 735   4.96509884e+05  2.49e-02  1.14e+03  3.37e-03  6.25e-02    14s
 736   4.96516260e+05  3.43e-02  2.95e+00  3.38e-03  1.00e+00    14s
 737   4.96513186e+05  2.15e-03  2.06e-01  3.38e-03  1.00e+00    14s
 738   4.96512057e+05  2.48e-03  1.84e-01  3.37e-03  1.00e+00    14s
 739   4.96512299e+05  2.44e-03  4.29e+02  3.37e-03  6.25e-02    14s
 740   4.96511605e+05  7.91e-04  2.85e-01  3.37e-03  1.00e+00    14s
 741   4.96511740e+05  7.74e-04  1.99e+02  3.37e-03  6.25e-02    14s
 742   4.96511788e+05  7.72e-04  6.27e+02  3.37e-03  7.81e-03    14s
 743   4.96510219e+05  3.82e-03  9.86e-01  3.37e-03  1.00e+00    14s
 744   4.96511959e+05  3.35e-03  6.49e-02  3.37e-03  1.00e+00    14s
 745   4.96512064e+05  3.33e-03  8.03e+02  3.37e-03  1.56e-02    14s
 746   4.96509984e+05  5.23e-03  1.36e+00  3.37e-03  1.00e+00    14s
 747   4.96511344e+05  5.02e-03  9.01e+01  3.37e-03  5.00e-01    14s
 748   4.96511455e+05  5.01e-03  1.39e+03  3.37e-03  7.81e-03    14s
 749   4.96504015e+05  5.68e-02  7.88e+00  3.37e-03  1.00e+00    14s
 750   4.96511695e+05  5.40e-02  1.21e+00  3.37e-03  1.00e+00    14s
 751   4.96515057e+05  1.21e-02  4.57e-01  3.37e-03  1.00e+00    14s
 752   4.96516355e+05  1.19e-02  2.83e+02  3.37e-03  2.50e-01    14s
 753   4.96502351e+05  2.76e-01  1.86e+01  3.37e-03  1.00e+00    14s
 754   4.96510558e+05  1.14e-01  8.92e+00  3.37e-03  1.00e+00    14s
 755   4.96511971e+05  1.13e-01  6.07e+02  3.37e-03  3.13e-02    14s
 756   4.96515717e+05  9.17e-03  7.87e-01  3.38e-03  1.00e+00    14s
 757   4.96515801e+05  9.15e-03  1.50e+03  3.37e-03  3.91e-03    14s
 758   4.96507326e+05  6.14e-02  8.83e+00  3.37e-03  1.00e+00    14s
 759   4.96512935e+05  2.17e-02  2.93e-01  3.38e-03  1.00e+00    14s
 760   4.96514959e+05  8.73e-03  1.15e+00  3.37e-03  1.00e+00    14s
 761   4.96512658e+05  1.03e-02  9.20e-01  3.37e-03  1.00e+00    14s
 762   4.96513078e+05  1.00e-02  7.36e+02  3.37e-03  6.25e-02    15s
 763   4.96510684e+05  7.00e-03  1.51e+00  3.37e-03  1.00e+00    15s
 764   4.96512836e+05  4.24e-03  8.49e-02  3.37e-03  1.00e+00    15s
 765   4.96513029e+05  4.19e-03  7.16e+02  3.37e-03  3.13e-02    15s
 766   4.96511018e+05  4.91e-03  1.19e+00  3.37e-03  1.00e+00    15s
 767   4.96512148e+05  3.95e-03  6.28e+01  3.37e-03  5.00e-01    15s
 768   4.96512283e+05  3.93e-03  9.58e+02  3.37e-03  1.56e-02    15s
 769   4.96509462e+05  1.03e-02  2.40e+00  3.37e-03  1.00e+00    15s
 770   4.96512550e+05  9.37e-03  1.77e-01  3.37e-03  1.00e+00    15s
 771   4.96512716e+05  9.28e-03  1.30e+03  3.37e-03  1.56e-02    15s
 772   4.96506289e+05  4.10e-02  6.09e+00  3.37e-03  1.00e+00    15s
 773   4.96509697e+05  3.29e-02  1.72e+02  3.37e-03  5.00e-01    15s
 774   4.96513652e+05  1.21e-02  5.66e-02  3.38e-03  1.00e+00    15s
 775   4.96514568e+05  1.20e-02  4.62e+02  3.37e-03  1.25e-01    15s
 776   4.96513088e+05  1.94e-03  4.56e-01  3.37e-03  1.00e+00    15s
 777   4.96513263e+05  1.87e-03  2.78e+02  3.37e-03  6.25e-02    15s
 778   4.96509920e+05  2.38e-02  3.99e+00  3.37e-03  1.00e+00    15s
 779   4.96511345e+05  2.25e-02  6.06e+02  3.37e-03  2.50e-01    15s
 780   4.96516871e+05  3.10e-02  1.21e+00  3.38e-03  1.00e+00    15s
 781   4.96517367e+05  2.97e-02  1.10e+03  3.37e-03  6.25e-02    15s
 782   4.96510617e+05  7.61e-02  1.53e+03  3.38e-03  2.17e-01    15s
 783   4.96513060e+05  7.47e-02  3.14e+02  3.37e-03  1.25e-01    15s
 784   4.96517750e+05  7.32e-02  5.08e+02  3.37e-03  2.50e-01    15s
 785   4.96517805e+05  7.32e-02  2.70e+03  3.37e-03  1.99e-04    15s
 786   4.96510039e+05  1.77e-01  9.16e+03  3.38e-03  3.41e-02    15s
 787   4.96514330e+05  1.71e-01  4.01e+03  3.37e-03  1.25e-01    15s
 788   4.96536967e+05  3.38e-06  2.75e+00  3.38e-03  1.00e+00    15s
 789   4.96526054e+05  1.06e-06  8.06e-01  3.38e-03  1.00e+00    15s
 790   4.96511834e+05  1.47e-06  1.11e+01  3.37e-03  5.01e-01    15s
 791   4.96514618e+05  2.40e-07  5.45e-02  3.37e-03  1.00e+00    15s
 792   4.96515622e+05  1.05e-06  2.43e-02  3.37e-03  1.00e+00    15s
 793   4.96515755e+05  7.95e-06  2.52e-03  3.37e-03  1.00e+00    15s
 794   4.96516072e+05  6.18e-05  9.53e-03  3.37e-03  1.00e+00    15s
 795   4.96516923e+05  5.09e-04  3.58e-02  3.37e-03  1.00e+00    15s
 796   4.96517083e+05  4.96e-04  9.76e+01  3.37e-03  6.25e-02    15s
 797   4.96517158e+05  4.96e-04  3.77e+02  3.37e-03  7.81e-03    15s
 798   4.96518373e+05  2.30e-03  3.02e-01  3.38e-03  1.00e+00    15s
 799   4.96518723e+05  2.25e-03  2.23e+02  3.37e-03  6.25e-02    15s
 800   4.96518780e+05  2.25e-03  1.05e+03  3.37e-03  1.95e-03    15s
 801   4.96517603e+05  1.74e-04  5.53e-01  3.37e-03  1.00e+00    15s
 802   4.96517830e+05  1.95e-04  8.96e+01  3.37e-03  1.25e-01    15s
 803   4.96517873e+05  1.96e-04  2.37e+02  3.37e-03  1.56e-02    15s
 804   4.96518659e+05  4.60e-03  1.64e+02  3.37e-03  5.00e-01    15s
 805   4.96511233e+05  2.34e-02  5.11e-01  3.37e-03  1.00e+00    15s
 806   4.96512060e+05  2.34e-02  1.24e+03  3.37e-03  6.25e-02    15s
 807   4.96512330e+05  4.46e-05  1.37e-01  3.38e-03  1.00e+00    15s
 808   4.96512444e+05  1.96e-05  3.77e+02  3.37e-03  3.13e-02    15s
 809   4.96512722e+05  3.50e-05  6.13e+01  3.37e-03  1.25e-01    15s
 810   4.96512725e+05  3.50e-05  1.38e+03  3.37e-03  2.44e-04    16s
 811   4.96506843e+05  4.06e-02  6.97e+00  3.37e-03  1.00e+00    16s
 812   4.96510165e+05  3.28e-02  1.72e+02  3.37e-03  5.00e-01    16s
 813   4.96515216e+05  2.26e-02  1.19e-01  3.37e-03  1.00e+00    16s
 814   4.96516122e+05  2.25e-02  8.27e+02  3.37e-03  6.25e-02    16s
 815   4.96509502e+05  3.74e-02  3.87e+00  3.37e-03  1.00e+00    16s
 816   4.96510751e+05  3.53e-02  8.05e+02  3.37e-03  1.25e-01    16s
 817   4.96516884e+05  2.34e-02  1.52e+00  3.38e-03  1.00e+00    16s
 818   4.96517634e+05  4.96e-03  1.00e+00  3.37e-03  1.00e+00    16s
 819   4.96513114e+05  3.82e-02  3.16e+00  3.37e-03  1.00e+00    16s
 820   4.96513884e+05  3.70e-02  1.29e+03  3.37e-03  6.25e-02    16s
 821   4.96507347e+05  4.46e-02  6.54e+00  3.37e-03  1.00e+00    16s
 822   4.96511178e+05  3.97e-02  2.25e+02  3.37e-03  5.00e-01    16s
 823   4.96516816e+05  2.72e-02  7.09e-02  3.38e-03  1.00e+00    16s
 824   4.96517821e+05  2.54e-02  4.98e+02  3.37e-03  1.25e-01    16s
 825   4.96511417e+05  8.47e-02  5.16e+03  3.38e-03  1.37e-03    16s
 826   4.96520030e+05  6.53e-02  8.24e+02  3.37e-03  1.00e+00    16s
 827   4.96528657e+05  2.36e-02  3.20e+00  3.37e-03  1.00e+00    16s
 828   4.96530255e+05  2.35e-02  3.24e+02  3.37e-03  3.13e-02    16s
 829   4.96522957e+05  1.22e-02  5.37e+00  3.37e-03  4.80e-01    16s
 830   4.96530312e+05  1.85e-06  1.11e+00  3.38e-03  1.00e+00    16s
 831   4.96530312e+05  1.85e-06  2.24e+03  3.37e-03  1.07e-06    16s
 832   4.96519590e+05  3.61e-03  2.49e+00  3.37e-03  1.00e+00    16s
 833   4.96513325e+05  7.97e-02  1.79e+00  3.37e-03  1.00e+00    16s
 834   4.96513368e+05  7.97e-02  1.28e+03  3.37e-03  9.78e-05    16s
 835   4.96506854e+05  4.41e-02  6.45e+00  3.37e-03  1.00e+00    16s
 836   4.96510549e+05  3.61e-02  1.67e+02  3.37e-03  5.00e-01    16s
 837   4.96515915e+05  2.48e-02  1.60e-01  3.37e-03  1.00e+00    16s
 838   4.96516870e+05  2.47e-02  8.25e+02  3.37e-03  6.25e-02    16s
 839   4.96510343e+05  3.65e-02  3.84e+00  3.37e-03  1.00e+00    16s
 840   4.96511613e+05  3.45e-02  8.16e+02  3.37e-03  1.25e-01    16s
 841   4.96516998e+05  1.63e-02  1.30e+00  3.38e-03  1.00e+00    16s
 842   4.96517878e+05  4.79e-03  7.55e-01  3.37e-03  1.00e+00    16s
 843   4.96514507e+05  2.20e-02  1.90e+00  3.37e-03  1.00e+00    16s
 844   4.96515119e+05  2.14e-02  1.12e+03  3.37e-03  6.25e-02    16s
 845   4.96510691e+05  2.15e-02  3.92e+00  3.37e-03  1.00e+00    16s
 846   4.96513096e+05  1.70e-02  1.19e+02  3.37e-03  5.00e-01    16s
 847   4.96513176e+05  1.70e-02  1.37e+03  3.37e-03  1.95e-03    16s
 848   4.96507966e+05  3.31e-02  6.22e+00  3.37e-03  1.00e+00    16s
 849   4.96511080e+05  2.62e-02  1.16e+02  3.37e-03  5.00e-01    16s
 850   4.96511271e+05  2.61e-02  1.31e+03  3.37e-03  7.81e-03    16s
 851   4.96512088e+05  8.10e-05  1.15e-01  3.38e-03  1.00e+00    16s
 852   4.96512105e+05  8.12e-05  4.51e+02  3.37e-03  3.91e-03    16s
 853   4.96512130e+05  8.15e-05  2.81e+02  3.37e-03  3.91e-03    16s
 854   4.96512138e+05  8.16e-05  5.47e+02  3.37e-03  9.77e-04    16s
 855   4.96512161e+05  8.17e-05  2.31e+02  3.37e-03  3.91e-03    16s
 856   4.96521335e+05  1.68e-01  1.25e+01  3.37e-03  1.00e+00    16s
 857   4.96511065e+05  1.94e-01  1.63e+01  3.37e-03  1.00e+00    16s
 858   4.96520702e+05  9.36e-02  2.80e+00  3.37e-03  1.00e+00    16s
 859   4.96521753e+05  9.22e-02  9.79e+02  3.37e-03  3.13e-02    17s
 860   4.96514027e+05  1.17e-01  7.26e+02  3.38e-03  3.30e-01    17s
 861   4.96518873e+05  1.15e-01  4.73e+02  3.37e-03  2.50e-01    17s
 862   4.96518841e+05  8.29e-04  2.02e-01  3.37e-03  1.00e+00    17s
 863   4.96518882e+05  7.96e-04  3.19e+02  3.37e-03  3.13e-02    17s
 864   4.96509234e+05  1.51e-01  1.38e+01  3.37e-03  1.00e+00    17s
 865   4.96515472e+05  8.26e-02  9.16e+00  3.37e-03  1.00e+00    17s
 866   4.96522375e+05  9.32e-02  3.38e+02  3.37e-03  5.00e-01    17s
 867   4.96513748e+05  1.40e-01  5.77e+02  3.38e-03  5.00e-01    17s
 868   4.96516629e+05  1.32e-01  2.70e+02  3.37e-03  1.25e-01    17s
 869   4.96520747e+05  1.07e-02  2.34e-01  3.38e-03  1.00e+00    17s
 870   4.96520859e+05  1.07e-02  1.52e+03  3.37e-03  7.81e-03    17s
 871   4.96514378e+05  4.77e-02  1.89e+03  3.38e-03  1.53e-01    17s
 872   4.96518062e+05  8.09e-03  3.14e+00  3.37e-03  1.00e+00    17s
 873   4.96518506e+05  8.03e-03  5.89e+02  3.37e-03  3.13e-02    17s
 874   4.96520367e+05  2.84e-03  4.78e-01  3.38e-03  1.00e+00    17s
 875   4.96520842e+05  2.74e-03  1.62e+02  3.37e-03  1.25e-01    17s
 876   4.96521045e+05  2.71e-03  3.48e+02  3.37e-03  3.13e-02    17s
 877   4.96504576e+05  3.50e-01  2.64e+01  3.37e-03  1.00e+00    17s
