variable,value,equation
_[18779],39.210317460317356,-0.9563492063492065 _[9389] + 0.9563492063492065 _[14789] + _[18779] == 0
_[18780],38.253968253968196,-0.9563492063492065 _[9427] + 0.9563492063492065 _[14827] + _[18780] == 0
_[18781],37.29761904761904,-0.9563492063492065 _[9465] + 0.9563492063492065 _[14865] + _[18781] == 0
_[18782],36.34126984126982,-0.9563492063492065 _[9503] + 0.9563492063492065 _[14903] + _[18782] == 0
_[18783],37.297619047619094,-0.9563492063492065 _[9541] + 0.9563492063492065 _[14941] + _[18783] == 0
_[18784],40.166666666666686,-0.9563492063492065 _[9579] + 0.9563492063492065 _[14979] + _[18784] == 0
_[18785],43.99206349206344,-0.9563492063492065 _[9617] + 0.9563492063492065 _[15017] + _[18785] == 0
_[18786],46.86111111111103,-0.9563492063492065 _[9655] + 0.9563492063492065 _[15055] + _[18786] == 0
_[18787],44.9484126984126,-0.9563492063492065 _[9693] + 0.9563492063492065 _[15093] + _[18787] == 0
_[18788],42.079365079365004,-0.9563492063492065 _[9731] + 0.9563492063492065 _[15131] + _[18788] == 0
_[18789],40.16666666666663,-0.9563492063492065 _[9769] + 0.9563492063492065 _[15169] + _[18789] == 0
_[18790],39.21031746031747,-0.9563492063492065 _[9807] + 0.9563492063492065 _[15207] + _[18790] == 0
_[18791],38.25396825396825,-0.9563492063492065 _[9845] + 0.9563492063492065 _[15245] + _[18791] == 0
_[18792],38.253968253968196,-0.9563492063492065 _[9883] + 0.9563492063492065 _[15283] + _[18792] == 0
_[18793],38.25396825396825,-0.9563492063492065 _[9010] + 0.9563492063492065 _[14410] + _[18793] == 0
_[18794],38.25396825396825,-0.9563492063492065 _[9048] + 0.9563492063492065 _[14448] + _[18794] == 0
_[18795],37.297619047619094,-0.9563492063492065 _[9086] + 0.9563492063492065 _[14486] + _[18795] == 0
_[18796],36.34126984126988,-0.9563492063492065 _[9124] + 0.9563492063492065 _[14524] + _[18796] == 0
_[18797],38.253968253968196,-0.9563492063492065 _[9162] + 0.9563492063492065 _[14562] + _[18797] == 0
_[18798],42.07936507936506,-0.9563492063492065 _[9200] + 0.9563492063492065 _[14600] + _[18798] == 0
_[18799],45.90476190476187,-0.9563492063492065 _[9238] + 0.9563492063492065 _[14638] + _[18799] == 0
_[18800],47.817460317460245,-0.9563492063492065 _[9276] + 0.9563492063492065 _[14676] + _[18800] == 0
_[18801],45.90476190476181,-0.9563492063492065 _[9314] + 0.9563492063492065 _[14714] + _[18801] == 0
_[18802],42.079365079365004,-0.9563492063492065 _[9352] + 0.9563492063492065 _[14752] + _[18802] == 0
_[18803],39.210317460317356,-0.9563492063492065 _[9390] + 0.9563492063492065 _[14790] + _[18803] == 0
_[18804],38.253968253968196,-0.9563492063492065 _[9428] + 0.9563492063492065 _[14828] + _[18804] == 0
_[18805],37.29761904761904,-0.9563492063492065 _[9466] + 0.9563492063492065 _[14866] + _[18805] == 0
_[18806],36.34126984126982,-0.9563492063492065 _[9504] + 0.9563492063492065 _[14904] + _[18806] == 0
_[18807],37.29761904761904,-0.9563492063492065 _[9542] + 0.9563492063492065 _[14942] + _[18807] == 0
_[18808],40.16666666666663,-0.9563492063492065 _[9580] + 0.9563492063492065 _[14980] + _[18808] == 0
_[18809],43.99206349206344,-0.9563492063492065 _[9618] + 0.9563492063492065 _[15018] + _[18809] == 0
_[18810],46.86111111111103,-0.9563492063492065 _[9656] + 0.9563492063492065 _[15056] + _[18810] == 0
_[18811],44.9484126984126,-0.9563492063492065 _[9694] + 0.9563492063492065 _[15094] + _[18811] == 0
_[18812],42.079365079365004,-0.9563492063492065 _[9732] + 0.9563492063492065 _[15132] + _[18812] == 0
_[18813],40.16666666666663,-0.9563492063492065 _[9770] + 0.9563492063492065 _[15170] + _[18813] == 0
_[18814],39.21031746031747,-0.9563492063492065 _[9808] + 0.9563492063492065 _[15208] + _[18814] == 0
_[18815],38.253968253968196,-0.9563492063492065 _[9846] + 0.9563492063492065 _[15246] + _[18815] == 0
_[18816],38.25396825396825,-0.9563492063492065 _[9884] + 0.9563492063492065 _[15284] + _[18816] == 0
_[18817],38.25396825396825,-0.9563492063492065 _[9011] + 0.9563492063492065 _[14411] + _[18817] == 0
_[18818],38.25396825396831,-0.9563492063492065 _[9049] + 0.9563492063492065 _[14449] + _[18818] == 0
_[18819],37.29761904761904,-0.9563492063492065 _[9087] + 0.9563492063492065 _[14487] + _[18819] == 0
_[18820],36.34126984126988,-0.9563492063492065 _[9125] + 0.9563492063492065 _[14525] + _[18820] == 0
_[18821],38.25396825396825,-0.9563492063492065 _[9163] + 0.9563492063492065 _[14563] + _[18821] == 0
_[18822],42.07936507936506,-0.9563492063492065 _[9201] + 0.9563492063492065 _[14601] + _[18822] == 0
_[18823],45.90476190476187,-0.9563492063492065 _[9239] + 0.9563492063492065 _[14639] + _[18823] == 0
_[18824],47.8174603174603,-0.9563492063492065 _[9277] + 0.9563492063492065 _[14677] + _[18824] == 0
_[18825],45.90476190476187,-0.9563492063492065 _[9315] + 0.9563492063492065 _[14715] + _[18825] == 0
_[18826],42.07936507936506,-0.9563492063492065 _[9353] + 0.9563492063492065 _[14753] + _[18826] == 0
_[18827],39.21031746031741,-0.9563492063492065 _[9391] + 0.9563492063492065 _[14791] + _[18827] == 0
_[18828],38.25396825396825,-0.9563492063492065 _[9429] + 0.9563492063492065 _[14829] + _[18828] == 0
_[18829],37.29761904761904,-0.9563492063492065 _[9467] + 0.9563492063492065 _[14867] + _[18829] == 0
_[18830],36.34126984126988,-0.9563492063492065 _[9505] + 0.9563492063492065 _[14905] + _[18830] == 0
_[18831],37.29761904761904,-0.9563492063492065 _[9543] + 0.9563492063492065 _[14943] + _[18831] == 0
_[18832],40.16666666666663,-0.9563492063492065 _[9581] + 0.9563492063492065 _[14981] + _[18832] == 0
_[18833],43.99206349206344,-0.9563492063492065 _[9619] + 0.9563492063492065 _[15019] + _[18833] == 0
_[18834],46.861111111111086,-0.9563492063492065 _[9657] + 0.9563492063492065 _[15057] + _[18834] == 0
_[18835],44.94841269841265,-0.9563492063492065 _[9695] + 0.9563492063492065 _[15095] + _[18835] == 0
_[18836],42.07936507936506,-0.9563492063492065 _[9733] + 0.9563492063492065 _[15133] + _[18836] == 0
_[18837],40.166666666666686,-0.9563492063492065 _[9771] + 0.9563492063492065 _[15171] + _[18837] == 0
_[18838],39.210317460317526,-0.9563492063492065 _[9809] + 0.9563492063492065 _[15209] + _[18838] == 0
_[18839],38.25396825396871,-0.9563492063492065 _[9847] + 0.9563492063492065 _[15247] + _[18839] == 0
_[18840],38.25396825396837,-0.9563492063492065 _[9885] + 0.9563492063492065 _[15285] + _[18840] == 0
_[18841],38.25396825396831,-0.9563492063492065 _[9012] + 0.9563492063492065 _[14412] + _[18841] == 0
_[18842],38.25396825396831,-0.9563492063492065 _[9050] + 0.9563492063492065 _[14450] + _[18842] == 0
_[18843],37.297619047619094,-0.9563492063492065 _[9088] + 0.9563492063492065 _[14488] + _[18843] == 0
_[18844],36.34126984126988,-0.9563492063492065 _[9126] + 0.9563492063492065 _[14526] + _[18844] == 0
_[18845],38.25396825396831,-0.9563492063492065 _[9164] + 0.9563492063492065 _[14564] + _[18845] == 0
_[18846],42.07936507936512,-0.9563492063492065 _[9202] + 0.9563492063492065 _[14602] + _[18846] == 0
_[18847],45.904761904761926,-0.9563492063492065 _[9240] + 0.9563492063492065 _[14640] + _[18847] == 0
_[18848],47.8174603174603,-0.9563492063492065 _[9278] + 0.9563492063492065 _[14678] + _[18848] == 0
_[18849],45.90476190476187,-0.9563492063492065 _[9316] + 0.9563492063492065 _[14716] + _[18849] == 0
_[18850],42.07936507936506,-0.9563492063492065 _[9354] + 0.9563492063492065 _[14754] + _[18850] == 0
_[18851],39.21031746031747,-0.9563492063492065 _[9392] + 0.9563492063492065 _[14792] + _[18851] == 0
_[18852],38.25396825396831,-0.9563492063492065 _[9430] + 0.9563492063492065 _[14830] + _[18852] == 0
_[18853],37.297619047619094,-0.9563492063492065 _[9468] + 0.9563492063492065 _[14868] + _[18853] == 0
_[18854],36.34126984126988,-0.9563492063492065 _[9506] + 0.9563492063492065 _[14906] + _[18854] == 0
_[18855],37.297619047619094,-0.9563492063492065 _[9544] + 0.9563492063492065 _[14944] + _[18855] == 0
_[18856],40.16666666666663,-0.9563492063492065 _[9582] + 0.9563492063492065 _[14982] + _[18856] == 0
_[18857],43.992063492063494,-0.9563492063492065 _[9620] + 0.9563492063492065 _[15020] + _[18857] == 0
_[18858],46.861111111111086,-0.9563492063492065 _[9658] + 0.9563492063492065 _[15058] + _[18858] == 0
_[18859],44.94841269841265,-0.9563492063492065 _[9696] + 0.9563492063492065 _[15096] + _[18859] == 0
_[18860],42.07936507936512,-0.9563492063492065 _[9734] + 0.9563492063492065 _[15134] + _[18860] == 0
_[18861],40.166666666666686,-0.9563492063492065 _[9772] + 0.9563492063492065 _[15172] + _[18861] == 0
_[18862],39.21031746031758,-0.9563492063492065 _[9810] + 0.9563492063492065 _[15210] + _[18862] == 0
_[18863],38.25396825396865,-0.9563492063492065 _[9848] + 0.9563492063492065 _[15248] + _[18863] == 0
_[18864],38.25396825396831,-0.9563492063492065 _[9886] + 0.9563492063492065 _[15286] + _[18864] == 0
_[18865],38.25396825396831,-0.9563492063492065 _[9013] + 0.9563492063492065 _[14413] + _[18865] == 0
_[18866],38.25396825396825,-0.9563492063492065 _[9051] + 0.9563492063492065 _[14451] + _[18866] == 0
_[18867],37.29761904761904,-0.9563492063492065 _[9089] + 0.9563492063492065 _[14489] + _[18867] == 0
_[18868],36.34126984126988,-0.9563492063492065 _[9127] + 0.9563492063492065 _[14527] + _[18868] == 0
_[18869],38.25396825396825,-0.9563492063492065 _[9165] + 0.9563492063492065 _[14565] + _[18869] == 0
_[18870],42.07936507936512,-0.9563492063492065 _[9203] + 0.9563492063492065 _[14603] + _[18870] == 0
_[18871],45.90476190476187,-0.9563492063492065 _[9241] + 0.9563492063492065 _[14641] + _[18871] == 0
_[18872],47.8174603174603,-0.9563492063492065 _[9279] + 0.9563492063492065 _[14679] + _[18872] == 0
_[18873],45.90476190476187,-0.9563492063492065 _[9317] + 0.9563492063492065 _[14717] + _[18873] == 0
_[18874],42.07936507936506,-0.9563492063492065 _[9355] + 0.9563492063492065 _[14755] + _[18874] == 0
_[18875],39.21031746031741,-0.9563492063492065 _[9393] + 0.9563492063492065 _[14793] + _[18875] == 0
_[18876],38.25396825396825,-0.9563492063492065 _[9431] + 0.9563492063492065 _[14831] + _[18876] == 0
_[18877],37.29761904761904,-0.9563492063492065 _[9469] + 0.9563492063492065 _[14869] + _[18877] == 0
_[18878],36.34126984126988,-0.9563492063492065 _[9507] + 0.9563492063492065 _[14907] + _[18878] == 0
_[18879],37.29761904761904,-0.9563492063492065 _[9545] + 0.9563492063492065 _[14945] + _[18879] == 0
_[18880],40.16666666666663,-0.9563492063492065 _[9583] + 0.9563492063492065 _[14983] + _[18880] == 0
_[18881],43.99206349206344,-0.9563492063492065 _[9621] + 0.9563492063492065 _[15021] + _[18881] == 0
_[18882],46.86111111111103,-0.9563492063492065 _[9659] + 0.9563492063492065 _[15059] + _[18882] == 0
_[18883],44.94841269841265,-0.9563492063492065 _[9697] + 0.9563492063492065 _[15097] + _[18883] == 0
_[18884],42.07936507936506,-0.9563492063492065 _[9735] + 0.9563492063492065 _[15135] + _[18884] == 0
_[18885],40.166666666666686,-0.9563492063492065 _[9773] + 0.9563492063492065 _[15173] + _[18885] == 0
_[18886],39.21031746031764,-0.9563492063492065 _[9811] + 0.9563492063492065 _[15211] + _[18886] == 0
_[18887],38.253968253968594,-0.9563492063492065 _[9849] + 0.9563492063492065 _[15249] + _[18887] == 0
_[18888],38.25396825396831,-0.9563492063492065 _[9887] + 0.9563492063492065 _[15287] + _[18888] == 0
_[18889],38.25396825396825,-0.9563492063492065 _[9014] + 0.9563492063492065 _[14414] + _[18889] == 0
_[18890],38.25396825396831,-0.9563492063492065 _[9052] + 0.9563492063492065 _[14452] + _[18890] == 0
_[18891],37.297619047619094,-0.9563492063492065 _[9090] + 0.9563492063492065 _[14490] + _[18891] == 0
_[18892],36.34126984126988,-0.9563492063492065 _[9128] + 0.9563492063492065 _[14528] + _[18892] == 0
_[18893],38.25396825396825,-0.9563492063492065 _[9166] + 0.9563492063492065 _[14566] + _[18893] == 0
_[18894],42.07936507936512,-0.9563492063492065 _[9204] + 0.9563492063492065 _[14604] + _[18894] == 0
_[18895],45.90476190476187,-0.9563492063492065 _[9242] + 0.9563492063492065 _[14642] + _[18895] == 0
_[18896],47.8174603174603,-0.9563492063492065 _[9280] + 0.9563492063492065 _[14680] + _[18896] == 0
_[18897],45.90476190476187,-0.9563492063492065 _[9318] + 0.9563492063492065 _[14718] + _[18897] == 0
_[18898],42.07936507936506,-0.9563492063492065 _[9356] + 0.9563492063492065 _[14756] + _[18898] == 0
_[18899],39.21031746031747,-0.9563492063492065 _[9394] + 0.9563492063492065 _[14794] + _[18899] == 0
_[18900],38.25396825396825,-0.9563492063492065 _[9432] + 0.9563492063492065 _[14832] + _[18900] == 0
_[18901],37.297619047619094,-0.9563492063492065 _[9470] + 0.9563492063492065 _[14870] + _[18901] == 0
_[18902],36.34126984126988,-0.9563492063492065 _[9508] + 0.9563492063492065 _[14908] + _[18902] == 0
_[18903],37.297619047619094,-0.9563492063492065 _[9546] + 0.9563492063492065 _[14946] + _[18903] == 0
_[18904],40.16666666666663,-0.9563492063492065 _[9584] + 0.9563492063492065 _[14984] + _[18904] == 0
_[18905],43.99206349206344,-0.9563492063492065 _[9622] + 0.9563492063492065 _[15022] + _[18905] == 0
_[18906],46.861111111111086,-0.9563492063492065 _[9660] + 0.9563492063492065 _[15060] + _[18906] == 0
_[18907],44.94841269841265,-0.9563492063492065 _[9698] + 0.9563492063492065 _[15098] + _[18907] == 0
_[18908],42.07936507936512,-0.9563492063492065 _[9736] + 0.9563492063492065 _[15136] + _[18908] == 0
_[18909],40.16666666666674,-0.9563492063492065 _[9774] + 0.9563492063492065 _[15174] + _[18909] == 0
_[18910],39.2103174603177,-0.9563492063492065 _[9812] + 0.9563492063492065 _[15212] + _[18910] == 0
_[18911],38.25396825396854,-0.9563492063492065 _[9850] + 0.9563492063492065 _[15250] + _[18911] == 0
_[18912],38.25396825396825,-0.9563492063492065 _[9888] + 0.9563492063492065 _[15288] + _[18912] == 0
